game,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
ESPORTSTMNT05/1822229,Gragas,Kha'Zix,Azir,Kai'Sa,Alistar,Pantheon,Lillia,Ekko,Samira,Nautilus,0
ESPORTSTMNT03/1751697,Lulu,Olaf,Ryze,Xayah,Alistar,Gnar,Graves,Azir,Kai'Sa,Rakan,1
NA1/3788514526,Volibear,Olaf,Sylas,Miss Fortune,Rell,Aatrox,Hecarim,Zoe,Kai'Sa,Leona,0
NA1/3788484619,Ornn,Graves,Azir,Senna,Nautilus,Camille,Olaf,Ryze,Miss Fortune,Bard,1
NA1/3788484944,Sylas,Olaf,Twisted Fate,Kai'Sa,Rell,Cho'Gath,Hecarim,Yone,Xayah,Rakan,0
NA1/3788514972,Aatrox,Lillia,Viktor,Kai'Sa,Thresh,Volibear,Olaf,Ekko,Miss Fortune,Yuumi,1
ESPORTSTMNT03/1761928,Renekton,Skarner,Azir,Vayne,Seraphine,Volibear,Udyr,Viktor,Kalista,Leona,0
ESPORTSTMNT03/1761983,Sion,Udyr,Seraphine,Kai'Sa,Nautilus,Gragas,Trundle,Azir,Ezreal,Karma,0
ESPORTSTMNT03/1762001,Aatrox,Taliyah,Sett,Kai'Sa,Braum,Jayce,Graves,Syndra,Samira,Rell,1
ESPORTSTMNT03/1762038,Sion,Udyr,Syndra,Tristana,Alistar,Aatrox,Dr. Mundo,Azir,Kai'Sa,Gragas,1
ESPORTSTMNT03/1762129,Gragas,Lillia,Lucian,Kai'Sa,Alistar,Gangplank,Hecarim,Azir,Xayah,Rell,0
ESPORTSTMNT03/1752096,Gragas,Udyr,Orianna,Tristana,Rell,Aatrox,Olaf,Galio,Vayne,Alistar,0
ESPORTSTMNT06/1580463,Irelia,Lillia,Orianna,Sivir,Rakan,Gnar,Graves,Galio,Aphelios,Thresh,1
ESPORTSTMNT03/1762174,Renekton,Lillia,Lucian,Jinx,Seraphine,Quinn,Olaf,Ahri,Ezreal,Galio,0
ESPORTSTMNT03/1762177,Gragas,Graves,Orianna,Samira,Rell,Renekton,Udyr,Viktor,Aphelios,Alistar,0
ESPORTSTMNT03/1762181,Cho'Gath,Olaf,Cassiopeia,Senna,Tahm Kench,Renekton,Lillia,Zed,Ezreal,Rell,1
ESPORTSTMNT03/1762195,Gnar,Lillia,Zoe,Senna,Rell,Renekton,Olaf,Viktor,Xayah,Galio,1
ESPORTSTMNT03/1762225,Camille,Nidalee,Seraphine,Samira,Galio,Gragas,Lillia,Tristana,Xayah,Alistar,0
ESPORTSTMNT03/1762228,Cho'Gath,Kayn,Viktor,Kai'Sa,Bard,Karma,Udyr,Ekko,Kalista,Alistar,1
ESPORTSTMNT06/1580485,Ornn,Hecarim,Twisted Fate,Senna,Seraphine,Nasus,Skarner,Sylas,Kai'Sa,Thresh,1
ESPORTSTMNT03/1762278,Renekton,Udyr,Orianna,Kai'Sa,Thresh,Gnar,Jarvan IV,Azir,Xayah,Rell,0
ESPORTSTMNT03/1752232,Renekton,Udyr,Syndra,Kai'Sa,Thresh,Quinn,Pantheon,Orianna,Aphelios,Leona,0
ESPORTSTMNT06/1580497,Irelia,Lillia,Viktor,Senna,Gragas,Gnar,Nidalee,Azir,Jhin,Rell,1
ESPORTSTMNT03/1762333,Gnar,Graves,Ryze,Kai'Sa,Rell,Fiora,Hecarim,Ekko,Senna,Zilean,0
ESPORTSTMNT03/1762338,Ornn,Lillia,Yone,Kai'Sa,Nautilus,Sett,Udyr,Orianna,Xayah,Alistar,0
ESPORTSTMNT03/1752298,Camille,Nidalee,Galio,Xayah,Sett,Mordekaiser,Udyr,Azir,Kai'Sa,Lulu,0
ESPORTSTMNT06/1580513,Camille,Skarner,Ekko,Kai'Sa,Rell,Volibear,Trundle,Azir,Jhin,Gragas,1
ESPORTSTMNT03/1752338,Gnar,Olaf,Ryze,Xayah,Rakan,Renekton,Lillia,Viktor,Kai'Sa,Leona,0
ESPORTSTMNT03/1752397,Ornn,Lillia,Syndra,Kai'Sa,Gragas,Gnar,Udyr,Orianna,Xayah,Rell,1
NA1/3790760786,Kalista,Nidalee,Twisted Fate,Senna,Tahm Kench,Gnar,Hecarim,Orianna,Ezreal,Bard,0
NA1/3790820598,Renekton,Olaf,Orianna,Xayah,Galio,Aatrox,Kayn,Ekko,Kai'Sa,Leona,0
NA1/3790950220,Shen,Olaf,Syndra,Kai'Sa,Bard,Camille,Graves,Ryze,Xayah,Alistar,0
NA1/3790761180,Gnar,Nidalee,Zoe,Aphelios,Thresh,Jayce,Olaf,Ryze,Twitch,Yuumi,1
NA1/3790950720,Camille,Lillia,Corki,Senna,Maokai,Shen,Hecarim,Viktor,Kai'Sa,Bard,1
NA1/3790990739,Renekton,Olaf,Orianna,Xayah,Galio,Camille,Rengar,Ekko,Kai'Sa,Leona,0
NA1/3790761638,Gnar,Olaf,Zoe,Aphelios,Thresh,Gragas,Lillia,Tristana,Miss Fortune,Alistar,0
ESPORTSTMNT03/1752558,Gnar,Lillia,Viktor,Aphelios,Thresh,Gangplank,Kayn,Syndra,Kai'Sa,Jarvan IV,0
ESPORTSTMNT03/1752579,Ornn,Kayn,Syndra,Kalista,Rell,Camille,Lillia,Viktor,Samira,Alistar,0
ESPORTSTMNT03/1752582,Jayce,Lillia,Viktor,Samira,Rell,Wukong,Nidalee,Syndra,Kai'Sa,Alistar,1
ESPORTSTMNT03/1752600,Pantheon,Udyr,Zoe,Tristana,Alistar,Camille,Olaf,Twisted Fate,Kai'Sa,Rell,0
ESPORTSTMNT03/1752678,Gangplank,Udyr,Azir,Kai'Sa,Alistar,Gnar,Lillia,Orianna,Kalista,Rakan,1
ESPORTSTMNT03/1752738,Gangplank,Lillia,Viktor,Vayne,Rell,Urgot,Udyr,Azir,Jhin,Alistar,1
ESPORTSTMNT06/1580539,Karma,Garen,Orianna,Aphelios,Thresh,Aatrox,Graves,Azir,Kai'Sa,Lulu,0
ESPORTSTMNT06/1580551,Camille,Kha'Zix,Sylas,Kai'Sa,Rell,Renekton,Lillia,Cassiopeia,Miss Fortune,Alistar,1
ESPORTSTMNT03/1752809,Ornn,Graves,Azir,Kai'Sa,Alistar,Sylas,Olaf,Seraphine,Senna,Nautilus,0
ESPORTSTMNT06/1570653,Gragas,Graves,Seraphine,Xayah,Alistar,Renekton,Lillia,Yone,Ezreal,Rell,0
ESPORTSTMNT06/1580563,Volibear,Jarvan IV,Viktor,Kai'Sa,Leona,Fiora,Lillia,Lucian,Senna,Alistar,0
ESPORTSTMNT03/1752834,Camille,Lillia,Orianna,Tahm Kench,Senna,Ornn,Nidalee,Viktor,Kai'Sa,Rell,0
ESPORTSTMNT06/1580567,Sett,Udyr,Twisted Fate,Ezreal,Rell,Gnar,Skarner,Corki,Senna,Tahm Kench,1
ESPORTSTMNT03/1752849,Aatrox,Skarner,Orianna,Senna,Tahm Kench,Pantheon,Graves,Azir,Ashe,Karma,1
ESPORTSTMNT03/1762813,Gnar,Udyr,Orianna,Sivir,Rell,Jayce,Nocturne,Sylas,Samira,Gragas,1
ESPORTSTMNT03/1762819,Volibear,Hecarim,Orianna,Xayah,Leona,Gnar,Olaf,Viktor,Kai'Sa,Rakan,0
ESPORTSTMNT06/1580574,Neeko,Evelynn,Irelia,Aphelios,Thresh,Cho'Gath,Graves,Karma,Ezreal,Blitzcrank,1
ESPORTSTMNT03/1752944,Ornn,Hecarim,Cassiopeia,Senna,Tahm Kench,Gnar,Lillia,Azir,Aphelios,Thresh,1
EUW1/5100138889,Gnar,Hecarim,Orianna,Kai'Sa,Nautilus,Fiora,Gragas,Azir,Aphelios,Thresh,1
ESPORTSTMNT06/1580575,Renekton,Hecarim,Zoe,Kalista,Rell,Aatrox,Skarner,Ryze,Kai'Sa,Galio,1
ESPORTSTMNT03/1762891,Ornn,Lillia,Lucian,Jhin,Rell,Sion,Hecarim,Zoe,Kai'Sa,Sett,1
ESPORTSTMNT06/1580577,Sett,Udyr,Vladimir,Aphelios,Thresh,Gnar,Lillia,Syndra,Kai'Sa,Blitzcrank,1
ESPORTSTMNT03/1762926,Gnar,Olaf,Syndra,Xayah,Nautilus,Gragas,Lillia,Azir,Kai'Sa,Leona,1
ESPORTSTMNT03/1762933,Gragas,Lillia,Yone,Kai'Sa,Alistar,Garen,Skarner,Azir,Xayah,Braum,0
ESPORTSTMNT03/1762934,Renekton,Lillia,Irelia,Ezreal,Braum,Gnar,Nidalee,Sett,Vayne,Alistar,0
ESPORTSTMNT03/1752994,Camille,Lillia,Galio,Aphelios,Alistar,Renekton,Olaf,Orianna,Xayah,Rell,1
ESPORTSTMNT06/1580588,Renekton,Udyr,Azir,Ashe,Sett,Gnar,Lillia,Corki,Senna,Gragas,0
ESPORTSTMNT03/1762980,Gragas,Hecarim,Syndra,Samira,Rell,Camille,Lillia,Jayce,Kai'Sa,Leona,0
ESPORTSTMNT03/1753038,Cho'Gath,Udyr,Syndra,Senna,Tahm Kench,Karma,Sejuani,Azir,Jinx,Thresh,1
ESPORTSTMNT03/1753050,Gragas,Lillia,Lucian,Ezreal,Karma,Renekton,Udyr,Annie,Senna,Leona,1
ESPORTSTMNT06/1580591,Renekton,Lillia,Vel'Koz,Senna,Tahm Kench,Aatrox,Udyr,Azir,Aphelios,Seraphine,1
ESPORTSTMNT03/1762990,Ornn,Dr. Mundo,Azir,Ashe,Seraphine,Camille,Udyr,Syndra,Jhin,Alistar,0
ESPORTSTMNT03/1762992,Gnar,Udyr,Orianna,Ezreal,Rakan,Aatrox,Graves,Azir,Karma,Leona,0
ESPORTSTMNT06/1570675,Ornn,Udyr,Azir,Aphelios,Alistar,Gnar,Lillia,Orianna,Jhin,Gragas,1
ESPORTSTMNT03/1763022,Renekton,Lillia,Irelia,Senna,Tahm Kench,Volibear,Nidalee,Azir,Ezreal,Braum,0
ESPORTSTMNT03/1763121,Sion,Olaf,Twisted Fate,Kalista,Gragas,Sylas,Graves,Cassiopeia,Kai'Sa,Rell,1
ESPORTSTMNT03/1763126,Gragas,Kha'Zix,Azir,Miss Fortune,Rell,Gangplank,Taliyah,Twisted Fate,Kai'Sa,Alistar,0
ESPORTSTMNT03/1763131,Aatrox,Olaf,Zoe,Kai'Sa,Rell,Ornn,Lillia,Azir,Aphelios,Karma,0
ESPORTSTMNT03/1753217,Irelia,Udyr,Orianna,Jhin,Thresh,Gnar,Hecarim,Seraphine,Aphelios,Nautilus,0
ESPORTSTMNT03/1763196,Sion,Kindred,Galio,Senna,Gragas,Neeko,Skarner,Tristana,Aphelios,Thresh,0
ESPORTSTMNT03/1763219,Riven,Olaf,Azir,Kalista,Thresh,Camille,Lillia,Lucian,Kai'Sa,Rell,0
ESPORTSTMNT03/1763332,Gragas,Lillia,Sett,Samira,Rell,Renekton,Skarner,Azir,Aphelios,Thresh,0
ESPORTSTMNT03/1763351,Gragas,Taliyah,Renekton,Kai'Sa,Galio,Sion,Lillia,Sett,Samira,Alistar,0
ESPORTSTMNT03/1763358,Gragas,Trundle,Syndra,Samira,Rell,Renekton,Skarner,Viktor,Kai'Sa,Alistar,1
ESPORTSTMNT03/1763374,Mordekaiser,Graves,Viktor,Xayah,Rell,Renekton,Nidalee,Azir,Kai'Sa,Leona,1
ESPORTSTMNT03/1763434,Renekton,Nidalee,Azir,Ezreal,Galio,Quinn,Lillia,Sett,Kai'Sa,Gragas,0
ESPORTSTMNT06/1580623,Renekton,Lillia,Akali,Aphelios,Thresh,Ornn,Taliyah,Irelia,Xayah,Rakan,0
ESPORTSTMNT06/1570713,Ornn,Graves,Syndra,Kai'Sa,Nautilus,Fiora,Kha'Zix,Azir,Sivir,Rell,0
ESPORTSTMNT03/1763568,Cho'Gath,Olaf,Viktor,Senna,Tahm Kench,Volibear,Lillia,Azir,Aphelios,Thresh,0
ESPORTSTMNT03/1753566,Gragas,Ivern,Yone,Ashe,Lulu,Gnar,Graves,Syndra,Senna,Braum,1
ESPORTSTMNT06/1580691,Gangplank,Graves,Twisted Fate,Senna,Galio,Volibear,Kha'Zix,Kassadin,Kai'Sa,Leona,1
ESPORTSTMNT06/1580700,Yone,Nidalee,Ryze,Kai'Sa,Leona,Gnar,Graves,Kassadin,Senna,Galio,0
ESPORTSTMNT03/1753659,Renekton,Lillia,Azir,Kai'Sa,Taric,Gangplank,Olaf,Ryze,Vayne,Rell,0
ESPORTSTMNT03/1763630,Gnar,Nidalee,Ryze,Vayne,Rell,Malphite,Hecarim,Viktor,Senna,Alistar,1
ESPORTSTMNT06/1570780,Volibear,Olaf,Azir,Kai'Sa,Blitzcrank,Aatrox,Jarvan IV,Viktor,Aphelios,Thresh,0
ESPORTSTMNT06/1580736,Ornn,Olaf,Lucian,Jhin,Gragas,Malphite,Graves,Orianna,Sivir,Alistar,0
ESPORTSTMNT06/1580747,Malphite,Olaf,Orianna,Kai'Sa,Nautilus,Sylas,Udyr,Taliyah,Xayah,Alistar,0
ESPORTSTMNT03/1753744,Gnar,Udyr,Corki,Aphelios,Thresh,Volibear,Lillia,Xerath,Kai'Sa,Nautilus,0
ESPORTSTMNT06/1580758,Trundle,Skarner,Azir,Senna,Tahm Kench,Gragas,Kayn,Syndra,Ezreal,Thresh,0
ESPORTSTMNT06/1580778,Gnar,Garen,Viktor,Vayne,Gragas,Lulu,Hecarim,Ryze,Kai'Sa,Leona,0
ESPORTSTMNT06/1580779,Gnar,Taliyah,Jayce,Jhin,Alistar,Sett,Ekko,Irelia,Ezreal,Rell,1
ESPORTSTMNT06/1580789,Gragas,Graves,Kassadin,Kai'Sa,Alistar,Aatrox,Lillia,Orianna,Jhin,Sett,0
ESPORTSTMNT03/1763801,Volibear,Hecarim,Azir,Ezreal,Leona,Camille,Udyr,Ekko,Xayah,Rakan,1
ESPORTSTMNT03/1753864,Ornn,Nocturne,Orianna,Kai'Sa,Alistar,Gnar,Lillia,Ekko,Xayah,Rell,1
ESPORTSTMNT03/1753884,Gangplank,Olaf,Azir,Seraphine,Alistar,Ryze,Udyr,Tristana,Samira,Rell,1
ESPORTSTMNT06/1580800,Gangplank,Lillia,Karma,Aphelios,Braum,Renekton,Nidalee,Lucian,Kai'Sa,Leona,1
ESPORTSTMNT03/1753915,Renekton,Taliyah,Azir,Aphelios,Thresh,Gragas,Lillia,Lucian,Miss Fortune,Nautilus,0
ESPORTSTMNT03/1763849,Gragas,Taliyah,Twisted Fate,Kai'Sa,Rakan,Renekton,Lillia,Akali,Kalista,Rell,0
ESPORTSTMNT06/1580803,Camille,Lillia,Jayce,Seraphine,Leona,Volibear,Rek'Sai,Zoe,Miss Fortune,Nautilus,0
ESPORTSTMNT03/1763858,Gnar,Skarner,Azir,Samira,Rell,Ivern,Lillia,Yone,Ashe,Braum,0
ESPORTSTMNT03/1763883,Ornn,Nocturne,Azir,Jinx,Thresh,Aatrox,Lillia,Tristana,Senna,Tahm Kench,1
ESPORTSTMNT06/1580808,Renekton,Udyr,Orianna,Aphelios,Thresh,Gnar,Olaf,Viktor,Miss Fortune,Rell,0
ESPORTSTMNT03/1763993,Gragas,Lillia,Lucian,Kai'Sa,Rakan,Volibear,Hecarim,Viktor,Sivir,Rell,0
NA1/3793263834,Wukong,Kayn,Orianna,Senna,Tahm Kench,Volibear,Graves,Azir,Brand,Thresh,1
NA1/3793294391,Aatrox,Udyr,Syndra,Kai'Sa,Thresh,Volibear,Shen,Ziggs,Lucian,Blitzcrank,0
NA1/3793024841,Renekton,Skarner,Tristana,Heimerdinger,Thresh,Wukong,Udyr,Ahri,Veigar,Rell,1
ESPORTSTMNT03/1764085,Jayce,Kindred,Zoe,Kai'Sa,Alistar,Gnar,Olaf,Orianna,Xayah,Rakan,0
ESPORTSTMNT03/1764121,Renekton,Olaf,Azir,Samira,Rell,Gragas,Kindred,Viktor,Kai'Sa,Leona,0
ESPORTSTMNT02/1698319,Camille,Udyr,Galio,Aphelios,Thresh,Gnar,Lillia,Yone,Xayah,Rell,1
ESPORTSTMNT03/1764123,Jayce,Udyr,Seraphine,Xayah,Thresh,Renekton,Olaf,Orianna,Kai'Sa,Rell,0
ESPORTSTMNT03/1764144,Gangplank,Nidalee,Azir,Kai'Sa,Alistar,Gnar,Udyr,Orianna,Aphelios,Rell,0
ESPORTSTMNT02/1698346,Gnar,Olaf,Zoe,Xayah,Gragas,Camille,Trundle,Syndra,Kai'Sa,Rell,0
ESPORTSTMNT03/1764165,Aatrox,Lillia,Orianna,Kalista,Rell,Gragas,Kayn,Azir,Xayah,Alistar,1
ESPORTSTMNT02/1688866,Aatrox,Olaf,Zoe,Vayne,Galio,Renekton,Lillia,Seraphine,Samira,Rell,1
ESPORTSTMNT06/1580836,Aatrox,Lillia,Twisted Fate,Ashe,Alistar,Renekton,Hecarim,Seraphine,Jhin,Morgana,0
ESPORTSTMNT06/1580845,Renekton,Olaf,Orianna,Xayah,Rell,Volibear,Udyr,Viktor,Aphelios,Braum,0
ESPORTSTMNT06/1580852,Volibear,Lillia,Yone,Kalista,Leona,Gangplank,Hecarim,Azir,Samira,Nautilus,0
ESPORTSTMNT03/1754407,Renekton,Skarner,Corki,Xayah,Leona,Gragas,Jarvan IV,Ryze,Jhin,Alistar,1
ESPORTSTMNT03/1754443,Camille,Udyr,Orianna,Samira,Rell,Gnar,Lillia,Syndra,Aphelios,Thresh,1
ESPORTSTMNT03/1754457,Aatrox,Lillia,Seraphine,Xayah,Rell,Wukong,Olaf,Ryze,Kai'Sa,Alistar,0
ESPORTSTMNT03/1764421,Sion,Nidalee,Orianna,Vayne,Leona,Gangplank,Graves,Syndra,Ezreal,Rakan,0
ESPORTSTMNT03/1764428,Gnar,Skarner,Syndra,Xayah,Rakan,Camille,Lillia,Ekko,Aphelios,Thresh,1
ESPORTSTMNT03/1754530,Aatrox,Lillia,Zoe,Xayah,Rell,Gragas,Rek'Sai,Ryze,Kai'Sa,Alistar,1
ESPORTSTMNT03/1754572,Gnar,Jarvan IV,Azir,Seraphine,Alistar,Gangplank,Hecarim,Orianna,Kai'Sa,Rell,0
ESPORTSTMNT03/1764522,Renekton,Olaf,Corki,Seraphine,Alistar,Volibear,Hecarim,Orianna,Senna,Tahm Kench,1
ESPORTSTMNT03/1754590,Pantheon,Lillia,Yone,Kai'Sa,Gragas,Camille,Hecarim,Azir,Tristana,Rell,1
NA1/3795079739,Urgot,Kindred,Sylas,Senna,Sett,Camille,Kayn,Galio,Jhin,Zyra,1
ESPORTSTMNT03/1754625,Gnar,Nidalee,Azir,Kai'Sa,Galio,Gangplank,Hecarim,Ryze,Samira,Rell,0
NA1/3795220083,Malphite,Sejuani,Syndra,Ashe,Braum,Sylas,Graves,Orianna,Senna,Rell,1
ESPORTSTMNT03/1764639,Cassiopeia,Graves,Azir,Samira,Rell,Gnar,Nidalee,Zoe,Kai'Sa,Alistar,1
ESPORTSTMNT03/1764683,Renekton,Nidalee,Azir,Xayah,Nautilus,Gragas,Graves,Syndra,Samira,Leona,0
ESPORTSTMNT03/1764690,Renekton,Lillia,Lucian,Kai'Sa,Nautilus,Sion,Graves,Orianna,Kalista,Gragas,0
ESPORTSTMNT06/1570900,Renekton,Jarvan IV,Azir,Ezreal,Gragas,Gnar,Olaf,Seraphine,Samira,Poppy,1
ESPORTSTMNT03/1764715,Sion,Graves,Viktor,Ezreal,Seraphine,Sett,Olaf,Zoe,Sivir,Gragas,0
ESPORTSTMNT06/1570902,Gnar,Udyr,Orianna,Samira,Rell,Wukong,Taliyah,Syndra,Kai'Sa,Alistar,0
ESPORTSTMNT03/1764730,Renekton,Lillia,Tristana,Kai'Sa,Nautilus,Sion,Udyr,Azir,Senna,Heimerdinger,1
ESPORTSTMNT02/1688986,Gnar,Lillia,Sett,Vayne,Thresh,Jayce,Hecarim,Syndra,Samira,Rell,1
ESPORTSTMNT02/1698607,Gnar,Taliyah,Viktor,Kalista,Gragas,Renekton,Lillia,Zoe,Kai'Sa,Alistar,0
ESPORTSTMNT06/1570918,Gragas,Udyr,Lucian,Miss Fortune,Rell,Renekton,Lillia,Syndra,Aphelios,Braum,0
ESPORTSTMNT02/1688991,Gnar,Skarner,Syndra,Kai'Sa,Sett,Renekton,Graves,Ryze,Aphelios,Thresh,0
ESPORTSTMNT06/1570927,Renekton,Graves,Azir,Seraphine,Nautilus,Gnar,Hecarim,Syndra,Aphelios,Thresh,0
ESPORTSTMNT06/1570931,Aatrox,Graves,Syndra,Kai'Sa,Thresh,Gnar,Hecarim,Corki,Jhin,Rell,1
ESPORTSTMNT03/1764801,Sett,Lillia,Yone,Kai'Sa,Seraphine,Aatrox,Skarner,Orianna,Yasuo,Gragas,1
ESPORTSTMNT03/1764826,Gragas,Skarner,Lucian,Kai'Sa,Alistar,Gangplank,Udyr,Viktor,Xayah,Rell,0
ESPORTSTMNT06/1570933,Gnar,Karthus,Ryze,Jhin,Gragas,Malphite,Hecarim,Orianna,Miss Fortune,Rell,1
ESPORTSTMNT03/1754904,Shen,Lillia,Azir,Senna,Tahm Kench,Camille,Udyr,Corki,Ezreal,Bard,0
ESPORTSTMNT03/1764866,Rumble,Nidalee,Lucian,Xayah,Leona,Sion,Graves,Zoe,Kai'Sa,Rell,1
ESPORTSTMNT03/1764894,Gnar,Udyr,Galio,Kai'Sa,Alistar,Ornn,Graves,Orianna,Jhin,Braum,0
ESPORTSTMNT03/1754970,Gnar,Udyr,Viktor,Senna,Tahm Kench,Sett,Lillia,Syndra,Samira,Alistar,0
NA1/3794994393,Shen,Olaf,Syndra,Jinx,Alistar,Sylas,Nidalee,Sett,Ezreal,Rell,1
ESPORTSTMNT03/1764927,Jayce,Olaf,Ryze,Varus,Rell,Gragas,Graves,Zoe,Xayah,Leona,1
NA1/3794994650,Gnar,Udyr,Viktor,Ezreal,Nautilus,Jayce,Olaf,Syndra,Miss Fortune,Rell,0
ESPORTSTMNT03/1764985,Gragas,Lillia,Tristana,Ashe,Lulu,Renekton,Kayn,Twisted Fate,Senna,Tahm Kench,0
NA1/3794994942,Aatrox,Graves,Azir,Seraphine,Alistar,Gnar,Olaf,Veigar,Xayah,Rell,1
NA1/3794995201,Aatrox,Hecarim,Ziggs,Jinx,Rell,Gnar,Udyr,Sylas,Senna,Tahm Kench,1
ESPORTSTMNT03/1765062,Gnar,Hecarim,Viktor,Kai'Sa,Rell,Jayce,Nidalee,Syndra,Senna,Tahm Kench,0
NA1/3794995552,Irelia,Udyr,Gragas,Senna,Tahm Kench,Aatrox,Hecarim,Orianna,Jinx,Karma,1
NA1/3794945687,Gnar,Udyr,Orianna,Varus,Tahm Kench,Ornn,Hecarim,Karma,Jinx,Lulu,0
ESPORTSTMNT03/1765100,Camille,Nidalee,Galio,Samira,Leona,Gnar,Lillia,Yone,Kai'Sa,Alistar,1
NA1/3794946219,Gnar,Udyr,Viktor,Ezreal,Gragas,Camille,Hecarim,Orianna,Jinx,Braum,1
ESPORTSTMNT03/1765112,Shen,Lillia,Yone,Senna,Tahm Kench,Gragas,Graves,Azir,Ezreal,Bard,0
ESPORTSTMNT03/1755098,Ornn,Lillia,Orianna,Xayah,Alistar,Camille,Nidalee,Twisted Fate,Vayne,Rell,1
NA1/3794946670,Aatrox,Hecarim,Orianna,Xayah,Alistar,Wukong,Udyr,Sylas,Kai'Sa,Rell,0
ESPORTSTMNT03/1765150,Renekton,Taliyah,Orianna,Samira,Rakan,Volibear,Nidalee,Syndra,Kai'Sa,Leona,0
ESPORTSTMNT02/1698642,Irelia,Udyr,Viktor,Xayah,Thresh,Gnar,Lillia,Azir,Kai'Sa,Nautilus,0
ESPORTSTMNT03/1765183,Volibear,Nidalee,Syndra,Xayah,Alistar,Renekton,Kindred,Viktor,Kai'Sa,Galio,0
ESPORTSTMNT03/1765200,Renekton,Olaf,Viktor,Kai'Sa,Gragas,Gnar,Dr. Mundo,Syndra,Aphelios,Thresh,1
ESPORTSTMNT02/1698669,Jayce,Udyr,Syndra,Xayah,Rakan,Renekton,Taliyah,Orianna,Kai'Sa,Gragas,1
ESPORTSTMNT06/1570959,Ornn,Hecarim,Seraphine,Kalista,Nautilus,Renekton,Lillia,Yone,Ashe,Braum,0
ESPORTSTMNT06/1570961,Renekton,Sejuani,Viktor,Kai'Sa,Alistar,Gnar,Graves,Galio,Kalista,Rell,1
ESPORTSTMNT06/1570963,Aatrox,Hecarim,Azir,Kai'Sa,Galio,Gnar,Skarner,Viktor,Aphelios,Thresh,1
ESPORTSTMNT03/1755245,Ornn,Karthus,Lucian,Samira,Rakan,Gnar,Olaf,Orianna,Kai'Sa,Alistar,1
ESPORTSTMNT06/1570966,Wukong,Hecarim,Galio,Aphelios,Thresh,Gnar,Lillia,Jayce,Kai'Sa,Rell,0
ESPORTSTMNT03/1755330,Gragas,Jarvan IV,Yasuo,Kai'Sa,Leona,Camille,Graves,Akali,Xayah,Thresh,1
ESPORTSTMNT03/1755340,Gnar,Lillia,Irelia,Kai'Sa,Rell,Sion,Hecarim,Zoe,Aphelios,Thresh,1
ESPORTSTMNT03/1755374,Gnar,Nidalee,Syndra,Senna,Alistar,Gangplank,Graves,Zoe,Jhin,Rell,0
ESPORTSTMNT03/1755401,Jax,Udyr,Seraphine,Xayah,Alistar,Sion,Taliyah,Syndra,Kai'Sa,Rell,0
ESPORTSTMNT06/1570994,Gnar,Taliyah,Azir,Senna,Alistar,Karma,Graves,Ryze,Ashe,Leona,0
ESPORTSTMNT03/1755432,Gragas,Skarner,Yone,Kai'Sa,Nautilus,Gnar,Lillia,Viktor,Aphelios,Alistar,1
ESPORTSTMNT06/1571000,Gnar,Lillia,Azir,Jhin,Rell,Sylas,Skarner,Irelia,Kai'Sa,Thresh,1
ESPORTSTMNT03/1755441,Sion,Hecarim,Orianna,Ezreal,Seraphine,Mordekaiser,Jarvan IV,Yone,Aphelios,Rell,0
ESPORTSTMNT03/1755494,Gnar,Skarner,Azir,Kalista,Alistar,Lulu,Olaf,Corki,Samira,Rell,0
ESPORTSTMNT06/1571006,Camille,Lillia,Viktor,Samira,Galio,Gnar,Graves,Azir,Tristana,Karma,0
ESPORTSTMNT03/1755552,Aatrox,Hecarim,Orianna,Jhin,Rell,Jayce,Nidalee,Zoe,Ezreal,Alistar,1
ESPORTSTMNT03/1755554,Aatrox,Olaf,Orianna,Kai'Sa,Rell,Gragas,Lillia,Tristana,Sivir,Janna,1
NA1/3797371739,Gangplank,Udyr,Ryze,Senna,Tahm Kench,Aatrox,Graves,Galio,Kai'Sa,Rell,0
NA1/3797372059,Gnar,Udyr,Ryze,Xayah,Nautilus,Irelia,Nocturne,Galio,Kai'Sa,Rell,1
ESPORTSTMNT03/1755562,Renekton,Hecarim,Orianna,Aphelios,Tahm Kench,Gragas,Skarner,Lucian,Ashe,Thresh,0
NA1/3797372498,Gangplank,Dr. Mundo,Azir,Kai'Sa,Rell,Aatrox,Udyr,Veigar,Jhin,Alistar,1
ESPORTSTMNT03/1755574,Gnar,Lillia,Azir,Kai'Sa,Galio,Ornn,Graves,Corki,Samira,Alistar,0
NA1/3797372956,Renekton,Nocturne,Neeko,Xayah,Rell,Jayce,Udyr,Azir,Kai'Sa,Alistar,1
NA1/3797373298,Gnar,Nidalee,Sett,Kai'Sa,Alistar,Aatrox,Udyr,Veigar,Jhin,Rell,0
ESPORTSTMNT03/1765554,Ornn,Udyr,Syndra,Ezreal,Alistar,Fiora,Skarner,Azir,Kai'Sa,Rell,0
7297-9609,Gragas,Graves,Twisted Fate,Ezreal,Leona,Renekton,Udyr,Azir,Jhin,Alistar,1
ESPORTSTMNT03/1765561,Gnar,Skarner,Sett,Seraphine,Senna,Gangplank,Hecarim,Azir,Samira,Rell,0
7297-9610,Gangplank,Olaf,Twisted Fate,Aphelios,Thresh,Gragas,Graves,Azir,Varus,Rell,1
